,artist,title,words,format
785,Extreme,Pornograffitti,"Sex!  Sex on the brain Pumped in my veins Flowing from my head to my feet Sex on TV Rotation heavy You and I are what we eat Sex when I'm all alone It calls me on the phone Can't stop this ringing in my ear Sex in excess Filling all our senses Keep saying there's nothing to fear  Can't you read the writing on the wall Can't you see the rising and the fall  All I see is porno-graffitti All I hear porno-graffiti See no, hear no All I speak porno-graffitti All I fear porno-graffitti Speak no evil  Sex in 3d No evil eyes see Too much of it and you'll go blind Sex education Misinformation Kiss me where the sun don't shine Sex it surrounds me Porno-graffiti It's all so constitutional Sex is literate Read all about it But censor where you all can go  Can't you read the writing on the wall Can't you see the rising and the fall  All I see is porno-graffitti All I hear porno-graffitti See no, hear no All I speak porno-graffitti All I fear porno-graffitti Speak no evil  Sex sells",1
786,Extreme,Rest in Peace,"Let's talk of peace, Sounds so cliche A novelty, Catch phrase of the day Middle, index, Sign of the time Just as complex, As water to  Someone said Give peace a chance And, that's all that we're saying While we're sitting On the fence Pretending, Our hearts are in the right place But, your face Shows a trace of  Hypocrisy, Don't tread on me, Now you can see  Make love not war, Sounds so absurd, to me We can't afford To say these words, lightly Or else our world Will truly, rest in peace  Let's not pretend, To justify Rather amend, Where treasures lie Straight through the heart, Peace can be found That's where you start, Not all around  Someone said Give peace a chance And, that's all that we're saying While we're sitting On the fence Pretending, Our hearts are in the right place But, your face Shows a trace of  Hypocrisy, Don't tread on me, boy Now you can see",1
787,Extreme,Rock a Bye Bye,If you could only hear The silent screams When you wake them up From their dreams Nothing is heard Not even a Even a Even a word  Rock a bye baby On the tree top When the bough breaks The cradle will fall  Rock rock rock a bye baby Rock rock rock bye bye  And if they had Any chance at all You still can't hear Those voices that call And when the bough breaks The cradle will Cradle will Cradle will fall,1
788,Extreme,Run,"Hey, let me know, let me know Let me know when you get there Hey, so you got to go, you're leaving what a pity Hey, take your time, take a life time, time to find out The world is yours so go out and get it  [Chorus] And you Run, when you know there's no escape You can't hide from your mistakes Should have known it all along  Hey, spinning round, spinning round Paint the town as the world turns Hey, hit the ground running round in circles Hey, nothing new, nothing new, nothing new to discover And you still haven't found what you're looking for  [Chorus: x2]  So you run, never bothered to explain Left me here with all the blame Thought you wanted to be loved",1
789,Extreme,Seven Sundays,"One day We'll find the time To spend, together Until then, my love  If I had one wish It wouldn't be hard to choose Seven Sundays in a row Cause that's the day That I spend with you  Someday soon, You and I Will hold each other Once again, my love  If I had one wish It wouldn't be hard to choose Seven Sundays in a row Seven Sundays in a row Seven Sundays in a row Cause that's the day That I spend with you  If I had one wish It wouldn't be hard to choose",1
790,Extreme,Shadow Boxing,"Last round Looks like I'm in for a fight Knocked down There is nowhere left to hide Stick 'n' move When I try to run away Old one-two I only end up face to face  Mirror, mirror getting clearer It's just me and my shadow Dancing round the ring I try to fight it But then how can I win When I'm only shadow boxing?  Time out I'm looking for a Standing eight No doubt My inside has come out to play Bob 'n' weave It's conscious of my Every move Been deceived Can no longer ignore the truth  Mirror, mirror getting clearer Split decision, blur my vision",1
791,Extreme,Slide,"Find your groove Then drop the hammer Overtake But don't you kick A leg out of bed Gettin' loose Don't keep it matted A rooster tail And you're never Gonna qualify Never gonna qualify Slingshot Gotta hit the apex Sneak attack Yeah You are the the man On the move Dirty air Hangin' in a vortex Can you feel the rub? It's a shootout as we  Slide it in Never gonna qualify Slide it in, no, no way  Don't become An emotional wreck Take it slow, pit row You're moving to fast They can read Your telemetry Get you in, Get you out In less than fifteen Stop Get you some slicks Nice and tight Get your fine fresh rubber Take the flag And shake the champagne All your lizards Are waiting And ready to play Ready to play",1
792,Extreme,Smoke Signals,"Keep your elbows off the table Look before you cross Buckle up your seat belt Parental discretion advised  Keeping off the grass Beware of the dog A restricted area Police will take notice  Oh, no, don't want to know My ass from my elbow Oh, no don't want to know Don't want to know  Where there's smoke There's fire Don't be playin' ball in the street Where there's smoke There's fire What you sow is what you will reap  Slippery when wet Skating on thin ice Caution falling rocks Give a hoot don't pollute  Surgeon General's warning Don't you drink and drive Saying no to drugs Hazardous to your health  Out of reach from children Fatal if you swallow Keep away from heat Pull in case of fire",1
793,Extreme,Song for Love,"I lie awake with open eyes My love just died I'm cold inside Can't face the thought to be alone All by myself on my own Love's come and gone  I look around and see The hearts that still are broken I can't believe all of our hearts remain unopened We can't go go on and on Wit that same old song So wipe off the frown And turn around and face each other Come on, come on Let's sing a song  A song for you, a song for me, a song for love  All for one and one for all together Singing a song for love You and I are none without the other Singing a song for love  You let the time pass by Big boys don't cry Believe that lie A broken heart that never mends Is this the end Listen my friend  These walls of hate That separate on from the other Time to rebuild bridges of love One to another Come on, come on Let's sing a song  A song for you, a song for me, a song for love  All for one and one for all together Singing a song for love You and I are none without the other Singing a song for love",1
794,Extreme,Star,"[Chorus] Star You're a star Yeah be careful What You're wishing for All your dreams Coming true Star yes you are You're now bigger Than Venus and Mars You can run But you can't hide  So You're gonna make it Chance You're gonna take it Tinseltown Is calling your name Penny in your pocket Walking like a prophet Fortune teller Claiming your fame  Arriving in style On the Red carpet mile To the left To the right Step aside As you wave To the crowd A voice Cries out loud Look at you You're the new Overnight sensation  [Chorus]  Love and hate Related Privacy invaded A paparazzi Public domain Dirty little secret Guess She couldn't keep it At least you made it On the front page  A tabloid be told All that glitters Ain't gold Not a muse Drug abuse suicide As you're left All alone After Selling your soul In the aisle, smile Ready For your close up  [Chorus]  Stars in your eyes Got Your piece of the pie In the sky Don't look down As you hang on  [Chorus]  Stars in your eyes Got Your piece of the pie In the sky Don't look down As you're hanging on  Hanging on For your life For you're better off Dead then alive Then they love you Forever",1
795,Extreme,Sunrise,She don't worry about tomorrow Nothing further from her mind She don't need to beg or borrow Time is on her side She like coloring the rainbow Never paint between the lines She like to chase away the shadow Watch them run and hide  Kiss me in the morning Before I open up my eyes Would you kiss me in the morning Sunrise  See her dancing on the water Washing dreams upon the shore Heaven wanting you to call her Knocking at your door She my center of attention Nothing further from my mind Point me in the right direction Sunshine shine your light  Would you kiss me in the morning Before I open up my eyes Would you kiss me in the morning Sunrise alright  Sunrise kiss and I will follow Sunrise shine your light Sunrise filling up my hollow Sunrise sunrise Sunrise kiss and I will follow Sunrise shine your light Sunrise filling up my hollow Sunrise sunrise sunrise She helped me find my way,1
796,Extreme,Suzie (Wants Her All Day What?),Sexy Suzi Losing all her sleep Feeling very hungry She's got her tongue in cheek Sweet and sour A bitter tasting treat It's the only flavor I think she likes to She likes to eat  [Chorus] Suzi wants her all day sucker Suzi wants her all day what?  Suzi wants her all day sucker Suzi wants her all day  Hard rock candy Coated cavities Licking lollipoppers As long as she says pretty please You'd better mind your manners Little red riding hood Got a healthy appetite So don't be scared big bad wolf I think she doesn't She doesn't bite  [Chorus]  Try this tongue twister on for size  Suzi sells seashells on the seashore Suzi sells seashells on the what?   [Chorus],1
797,Extreme,Teacher's Pet,"My formal education Never bothered With my ABC's Teacher student relation Taught me all about The birds and bees  School boy fantasy Lose control Of all my faculties  You know that one thing That got through to me Was her body chemistry  Subject to body language Ain't so bad to read Between the lines I scored above average Oral examination Is where I shine  School boy fantasy Lose control Of all my faculties Student body graduated At the highest degree  You know that one thing That got through to me Was her body chemistry Purely scientifically Studied her anatomy  Teacher's pet, Teacher's pet God only knows what you do to me",1
798,Extreme,Tell Me Something I Don't Know,"Sun going up, Making its rounds It keeps on moving, Painting the town Before you know it, She's sinking low So tell me something . . .  Something I don't already know I don't know?  Toward the south, Then turning north Whirlwind spinning, On a circular course The answer my friend, Returns to blow So tell me something . . .  Something I don't already know I don't know? Tell me something I don't know?  As for the wise men who pursue Their knowledge Same as the fool, free falling Prey to folly Can only one fate befall Them both So tell me something . . .  [Chorus:] If every song been sung, Under the sun What's left for me then, Eat drink and have fun It must go on, as for the show So tell me something . . .",1
799,Extreme,There Is No God,"So you're a self proclaimed messiah Or maybe a blasphemes liar A clever hypnotic hoax A hallowed heretic coax Who tells these stories so old No, never the same twice told Speaking in distorted truths I see that Thomas wants some proof Did you come to heal the sick With one more magician's trick Ye generation seeks a sign While blind keeps leading the blind  So you say there is no god Just a clever man's charade A once upon a fairy tales fraud Has god made man or man made god  There is no god Confused thy talk in parables Accused thou walk in parallels A simple game of Simon says This month's flavor sciences Today's fact, tomorrow's fiction Leave the rest to superstition If knowledge comes from learning books Wisdom comes from discerning looks A fool that says there is no god Don't feel for that sorry sod Who needs proof then he'll believe I wonder if he's been deceived  There is no god",1
800,Extreme,Tragic Comic,"Flowers, I sent, Were found dead on their arrival The words, I said, Inserted foot in my mouthful So when, we dance, My lead it ain't so graceful (isn't so, not ain't so)  I'm a hapless romantic St-t-tuttering p-poet Just call me a tragic comic Cause I'm, in, in love with you  And when, we dine, I forget to push in your seat I wear, the wine, Spilling hearts all over my sleeve A stitch, in time, Proposing down on my knees (splitting between the seams)  I'm a hapless romantic St-t-tuttering p-poet Just call me a tragic comic Cause I'm, in, in love with you  Nobody, can know the, Trouble I've, seen Nobody, can know the, Trouble I, get into, When I'm with you",1
801,Extreme,Unconditionally,"So tell me, what can I do That you couldn't see through From the very start? There is only one thing Yet to come from my heart  Loving you, unconditionally Loving you, unconditionally That's what I want to be What you are to me  Can you see why it's so hard For me to break apart From all the things I hold Closer to a heart That has grown far too cold?  Loving you, unconditionally Something new To a heart yet not free That's what I want to be What you are to me  And though it seems impossible When both of my hands are full That's the only condition That keeps me From loving you",1
802,Extreme,Warheads,"Hey Kid, Wanna have some fun? Choose a side And, here's your gun  Brought up Knowing right from wrong Squash the meek, Inherit the strong  Just try and, Cross the line, Don't even bother To waste my time  What's that Look in your eyes? It's time I cut you. Down to size  This world ain't Big enough for two, And I've got my Sights on you  Would you like to be, I'm a warhead You're a warhead A warhead just like me? He's a warhead She's a warhead Watch 'em scream 'm yell Would you like to be, A warhead too When I blow them Straight to hell  Ramboy, It's us and them Just like your Daddy In Vietnam Monkey see, Monkey do, Your boy's grown up Just like you  This world ain't Big enough for two, And I've got my Sights on you  Would you like to be, I'm a warhead You're a warhead A warhead just like me? He's a warhead She's a warhead Watch 'em scream 'n yell Would you like to be, A warhead too When I blow them Straight to hell  I've seen Black heads, White heads, Red heads, Dead heads, Big heads, Shit heads, But there's no heads Like warheads!",1
803,Extreme,Watching Waiting,"Hanging above the ground All my limbs are bound You're on the right hand With your head down Tears from eyes that cannot see He took the blame from me So shall it be written So shall it be done  Watching, waiting Staring at the Son Not even knowing Who you are  Three hours have gone by We start to question why Darkness falls in finding out Why you must die We can no longer see the Son The three untie into one Please forgive us Father We know not what we've done",1
804,Extreme,When I First Kissed You,"New york city can be so pretty ]from a bird's eye view Because up there Yeah, that's where I first kissed you A modern day romance A perfect performance Acting like two fools Saying silly things Whisper sweet nothings Live young lovers only do  I was shaking You were breathtaking Like the empire state My voice was so far Not quite Sinatra Singing songs so great The clock struck one The night still very young In the city that never sleeps Then a whirlwind blew When I first kissed you Nearly swept me Swept me off my feet  When I first kissed you That's when I knew I was in love  Because up there Yeah, that's where I first kissed you",1
805,Extreme,When I'm President,"I remember it well I was just about three My dad said son what do you want to be? It didn't ring no bells but I said daddy I'm a bit too young what do you want from me?  I'm much older now I'm almost a man I can do anything, you bet I can Raise a family Now wouldn't that be grand So sorry but I got bigger plans  You can be anything in the world today Something like a preacher, a teacher A baseball player Those kind of things I just don't care I want to represent the usa  The american dream As far as the eye I say can you see I want to be I want to be the leader of the country  When I'm president Things will be different We'll start a new government When I'm president When I'm president You can be in my cabinet I'll be your heaven sent President  First things first we're gonna change the rules Better listen up all you boys and girls Your president says there'll be no after school So vote for me wouldn't that be cool  Yeah! yeah!  Now I know there's trouble in the middle east I'll spend all the money when I stop the arms race All my brothers in the desert Gonna have themselves a feast When that's done then we'll start on world peace  So go ask Alice Cos you know what he said What did he say?  Remember, I wanna be elected",1
806,Extreme,Who Cares?,"Tell me Jesus, are you angry? One more sheep has just gone astray A hardening of hearts turning to stone Wandering off so far from home  So many children losing time Walk in darkness looking for a sign Chasing their rainbows, future looks so bright Slowly we're losing sight of the light  Who cares, who cares, who cares? Tell me who cares, who cares?  Who cares, who cares, who cares? Tell me who cares, who cares?  All alone out in the cold Can't look back, am I growing old? I chose a path and is this my fate? Am I finding out the truth too late?  Who cares, who cares, who cares? Tell me who cares, who cares?  Who cares, who cares, who cares? Tell me who cares, who cares?  Here I am, a naked man Nothing to hide with empty hands Remember me, well I am the one Who lost his way your prodigal son?  Can anybody, anybody? Anybody, any luck Anybody, any luck  Am I ever gonna change? Will I always stay the same? I say one thing an' I do the other Same old song goes on forever Ever gonna change I just take it dead, I know My will is weak but my bless is strong Loose I seem to that yearn of gold",1
807,Extreme,Wind Me Up,"I've got something that you ought to know Don't even know whether to come or go Up down head's spinning around Wind up in the lost and found  Wind me up, Wind me up Wind me up, Wind me up Wind me up, Wind me up  Tell me why you make it so hard All I ask is finish what you start  Wind me up, Wind me up Wind me up, Wind me up Wind me up, Wind me up  Wind me up that's all you do Wind me up and leave me blue I'd like to see if you could be Kind enough to me when you Wind me up  Don't take me places then want to go home Sometimes, I think I'm better off alone Hey girl, you know what you do Color me red then leave me blue",1
808,Faster Pussycat,Babylon,"Livin' in L.A. is so much fun Boy you is ugly and your girlfriend weighs a ton We were sittin' in our car in a traffic jam And the tourist starts screamin' ""Ain't you that guy in Wham?"" Wake me up before you go go, baby  No we won't shut up, we're just Babylon and on Babylon on, Babylon and on Shut up  Met a hoochie-koochie named Dizzy Cowabunga I said ""Shut your face and take off what you got under"" Went outside, said ""your place, not mine Cause my granny's on the couch and she smells like she might die""  No we won't shut up, we're just Babylon and on Babylon on, Babylon and on Shut up  Partying in Bel-Air with Buffy and Biffy Some homeboy says ""Hey guys, you want some sniffy"" On the table was some punch and we put in Spanish fly Biffy's with dog Spot and Buffy's on my thigh",1
809,Faster Pussycat,Friends,"Who said that money was everything Well, that's a crock, you know what I'm sayin' When the well runs dry  Say goodbye to your fair-weather friends If I need a hug  And I feel like crawling under a rug If I fell on my face I know that you'd be there to help me up  'Cause it's you, only you that makes me strong Ain't nobody gonna make me live my life alone  A friend won't leave me lying in the road While the others they just pelt me with their sticks and stones Won't steal my money Won't rob my home or take my honey A friend will always be there when I grow old  You know, lovers they come and go Like ships to a dock, a bunch of heartbreakers they are They blind you with their innocence  Tie your heart in knots If I need some hope And I feel I'm at the end of my rope You make that funny face You're always there to cheer me up  'Cause it's you, only you to take me along Ain't nobody I'd rather have to help me sing a song  A friend won't leave me lying in the road While the others they just pelt me with their sticks and stones Won't steal my money Won't rob my home or take my honey A friend will always be there when I grow old  'Cause it's you, only you that makes me strong Ain't nobody I'd rather have to help me sing a song  A friend won't leave me lying in the road While the others they just pelt me with their sticks and stones Won't steal my money Won't rob my home or take my honey A friend will always be there when I grow old Won't think it's funny Will stand for me when others call me a dummy A friend will always be there when I grow A friend will always be there when I grow A friend will always be there when I grow old",1
810,Faster Pussycat,House of Pain,"A little past supper-time I'm still out on the porch step sitting on my behind, Waiting for you.  Wondering if everything is alright. Momma said, ""Come in boy, don't waste your time."" I said, ""I've got time. Well, he'll be here soon.""  Five years old and talking to myself. Where were you? Where'd you go? Daddy, can't you tell?  I'm not trying to fake it And I ain't the one to blame. There's no one home In my house of pain. I didn't write these pages And my script's been rearranged. No, there's no one home In my house of pain  Wasn't I worth the time? A boy needs a daddy like a dance to mime and all the time I looked up to you.  I paced my room a million times. And all I ever got was one big lie, the same old lie. How could you?  Well, I was eighteen and still talking to myself. Where were you? Where'd you go? Daddy can't you tell?  I'm not trying to fake it And I ain't the one to blame. There's no one home In my house of pain I didn't write these pages And my script's been rearranged. No, there's no one home In my house of pain [Repeat]  And I'm alone again Well, if I learned anything from this... It's how to live on my own.",1
811,Faster Pussycat,Out With a Bang,"I'm a stoned lone flunky that didn't kiss your Ask me questions, I didn't pass your test I'm the poster boy for delinquent debauchery  I'm incognito, got my Al Capone sunglasses I'm the babylon night crawler With a prima donna on my wing  Gonna make some noise before I die And shoot the bullet I loaded Can't catch me if you tried, anyway  I'm gonna live my life with no remorse or sorrow The devil made me do it and I'd do it again (do it again) Don't care if I slip into a, into a grave tomorrow  'Cause when I go out I'm goin' out with a bang (Out with a bang)  Freeze, this is a stick up in your Ask and thy shall receive a sentence Life in confinement that ain't a life for me I ditched the police man Still got my Smith and Wesson cuff links Me to the money My head bone is connected to her hip bone...yeah yeah  Gonna make some noise before I die And shoot the bullet I loaded Can't catch me if you tried, anyway  I'm gonna live my life with no remorse or sorrow The devil made me do it and I'd do it again (do it again) Don't care if I slip into a, into a grave tomorrow  'Cause when I go out I'm goin' out with a bang (Out with a bang)  Dig it, I ain't you wallflower Ain't your puppet, ain't no saint Call me old fashioned but I'll do ya on the first date  Gonna make some noise before I die And shoot the bullet I loaded Can't catch me if you tried, anyway  I'm gonna live my life with no remorse or sorrow The devil made me do it and I'd do it again (do it again) Don't care if I slip into a, into a grave tomorrow 'Cause when I go out I'm goin' out with a bang (Out with a bang)  The devil made me do it and I'd do it again Well I'm gonna go out with a bang The devil made me do it and I'd do it again Well I'm gonna go out with a bang The devil made me do it and I'd do it again Well I'm gonna go out with a bang",1
812,Firehouse,Acid Rain,"We're clueless, and we got all the answers  We're brilliant, we got no cure for cancer  Don't stay out in the sun too long  Don't you dare eat meat, don't do nothing wrong  Did you see the news, can we breath today?  They say the rain is on the way   Chorus:  Yeah, it's going through my brain it's like acid rain  Yeah, we've got too much to learn  It's like I'm getting burned out now  It's running through my brain  These tears are acid rain   We're useless, we'll live to be a hundred  We're genius, you know our days are numbered  I laid out in the sun all day, ate a chili dog  Got it all the way, I didn't watch the news  Don't care what they say  They say more rain is on the way   Chorus   Bridge:  Save me... the sky is scaring me  Save me... I can hardly breathe   Solo   Chorus   Yeah it's going through my brain, it's like acid rain  Yeah, we've got too much to learn  It's like I'm getting burned  Hey, it's driving me insane, it's like acid rain  Yeah, we've got too much to learn  Like I'm getting burned out now  It's running through my brain  It's driving me insane  These tears are acid rain       ",1
813,Firehouse,All She Wrote,"I got home late on a Saturday night And I knew right away something wasn't right I knew she was gone  She took all I had but, left a hole in my heart Should've known it would go bad, right from the start What did I do wrong?  I can't understand why she would leave me this way With nothing to say Then I found the note on the door It said good-bye and she don't want me no more  [Chorus] ""Bye bye baby, bye bye...."", She said in her letter And that was all she wrote Guess this is goodbye, guess this is forever And that was all she wrote  I called on the phone, but she wasn't there Should've know all along that she just didn't care Why did she have to go?  Now I look at her picture and I wonder why She left me this way...-Why did she say goodbye? I guess I'll never know  I can't understand why she would leave me this way With nothing to say I remember the note on the door It said good-bye and she don't want me no more  [Chorus]",1
814,Firehouse,Arrow Through My Heart,"There used to be a time when I would call and you'd be there Now your leaving's killing me and the time we spent together Why can't we tape the picture that is scattered on the floor I guess there's just no love here anymore  [Chorus] I can't hide from my emotions Stop old dreams and crush my fears and turn away forever I'll get by without you now so leave me alone You won't be there tomorrow Your love is like an arrow through my heart  I tried everything I could to hold onto that life But now I see I realized I wasn't always right I'll take the good and leave the bad and walk out of the door I guess there's just no love here anymore  With all the tears I cried I should have drowned out all the pain I'll never go back, never cry, I've got too much to gain  [Chorus]",1
815,Firehouse,Bringing Me Down,"Everything that I do just doesn't seem Quite good enough for you No matter how hard I try you still complain You're never satisfied  And I don't know how I can put up with you Do you realize that you criticize every single thing that I do  [Chorus:] Well I'm just trying to do the best that I can So why are you always bringing me down? I make the best of every circumstance so why are you always bringing me down? Does it make you feel better?  Anytime that I want to do anything You tell me it's not right And it seems like every time, you talk to me You're trying to start a fight  And I don't know how much more I can take of you When you put down, and you turn around Every single thing that I do  [Chorus] [Solo] [Bridge:] You're so condescending, it's making me mad You go out of your way just to make me look bad  And I don't know how I can put up with you Do you realize that you criticize every single thing that I do And I'm getting tired of your attitude  [Chorus]",1
816,Firehouse,Can't Stop the Pain,"It's been a long time since I saw you Been so long since I touched your face You know there's nothing I can do That will help to get me through 'Cause I know you won't be there for me again  [Chorus] If I could dream about tomorrow If I could dream the night away You know there's nothing I could do To get me over you  You used to be there every morning You had that smile upon your face But now that smile is turned around And my world is upside down 'Cause I know you won't be there for me again  [Chorus]  I know I'll miss you, but you will never hurt again I know you're happy, but now I feel such emptiness inside  [Chorus]  Can't stop the pain",1
817,Firehouse,Don't Treat Me Bad,"I never thought you'd hurt me I guess you live and learn That when you're playin' with fire you're bound to get burned I've been mistreated, I've been used before I get kicked in the face still I come back for more  But I won't cry no more 'cause the tears are all in vain We can pick up the pieces and start it all again Let's just get back to the way it was before Oh, girl I can't take anymore  Baby, don't treat me bad Well, this could be the best thing that you'll ever have Baby, don't treat me bad (Well) you can do anything, but baby, don't treat me bad Oh, don't treat me bad  I gave it everything, but you threw it all away I can't take anymore of these games that you play I've been through heartache and I've been through pain And it's hard to believe you still treat me this way  But I won't cry no more 'cause the tears are all in vain We can pick up the pieces and start it all again Let's just get back to the way it was before Oh, girl I can't take anymore  Baby, don't treat me bad Well, this could be the best thing that you'll ever have Baby, don't treat me bad (Well) you can do anything, but baby, don't treat me bad Oh, don't treat me bad  Oh girl, I can't take anymore, oh yeah, now listen to me  Baby, don't treat me bad Well, this could be the best thing that you'll ever have Baby, don't treat me bad (Well) you can do anything, but baby, don't treat me bad Oh, don't treat me bad",1
818,Firehouse,Don't Walk Away,"Girl, you and I've been together For as long as I can remember We've come too far to throw it all away But you tell me that you're leavin'  Oh and I just can't believe it You know I'd do anything if only you would stay So if you love me, then don't leave me Don't throw it all away Baby, I'm beggin' you, please  [Chorus] Don't walk away (Well) Don't leave and break my heart (Well) It hurts because I love you and it's tearin' me apart Never too late to say we're sorry and try another way I'm down on my knees, I need you baby Don't walk away  Now we've both done things that we regret We could learn to forgive and forget We'll make it better, give it another try Baby, don't give up, don't give in  Walkin' away won't solve anything There's nothin' that I wouldn't do to keep you satisfied So if you love me, then don't leave me Don't throw it all away Baby, I'm beggin' you please  [Chorus]",1
819,Firehouse,Dream,"I bet I've seen that face a hundred times or more Then you shed a tear What do you want from me? Is it something more than I can give? Just let me know Then you walk in my arms and say I need you more today  [Chorus:] Dream baby dream Kiss me goodnight and I'll rock you to sleep Dream baby dream.... just slippin' away  Sometimes I'm so afraid there's nothing I can do You're always on my mind You know my hands were tied, and you know how hard I tried To never let you go Then you walk in my arms and say goodbye  [Chorus] [Bridge:] Down on my knees I pray for you every day I've been alone since you went away  [Solo] [Chorus]",1
820,Firehouse,Get a Life,"Well I'm sick and tired and I am totally wired Why don't they just leave me alone Just 'cause the length of my hair and the clothes that I wear And the things that I do don't conform  Everyone's got an opinion but I don't need no advice Seems they're mindin' everybody's business but their own Well I do things my own way and I ain't afraid to say  [Chorus] Get a life I've got better things to do than to mess around with you Go out and get your own life Get a life  I'm always walking the line when I ain't done no crime I get hassled for no reason at all See I've got my own plan tryin' to be my own man Still they don't understand what went wrong  Everyone's got an opinion but I don't need no advice Seems they're mindin' everybody's business but their own Well I do things my own way and I ain't afraid to say  [Chorus]  So here's a word to the wise, you've gotta realize You're no better than anyone else Before you criticize you'd better open you eyes And take a good look at yourself  [Chorus]  Get a life You've picked the wrong one to harass why don't You stick it up your ass, go out and get your own life",1
821,Firehouse,Get in Touch,"Well I just got to, got to, got to, got to get in touch Write me a letter, drop me a line You know I'd love to hear from you anytime. anywhere Oh yeah Well you know that I'll be seeing you before too long I'll give you good lovin' when I get back home I swear Ooh yeah You know that here or there or anywhere I need your touch, so much I miss you every night and day And I can't get enough  [Chorus:] Even though you're miles away I think about you every day I've just got to get in touch with you And when we're lyin' skin to skin I realize how long it's been I've just got to get in touch with you  Ooh I need your lovin' and I need your sex I wish that you can send it to me fed express Oh yeah, (I'm talkin' overnight) Well you can telegram or fax me it doesn't matter at all You know you got my number you can give me a call anywhere Oh yeah Don't you know that here or there or anywhere I need your touch, so much Well I miss you every night and day and I can't get enough  [Chorus:]  Girl you know I've got to get in touch I've just got to get in touch with you  Touch me, touch me baby I been around, take me down You know there is only one thing I need And that is your sweet touch girl  [Chorus:]  You know you can write me a letter, drop me a line I love to hear from you anytime I've just got to get in touch with you Telegram or fax me, call me up on the phone I'll give you good lovin' when I get back home I've just got to get in touch with you Girl you know I've got to get in touch I've just got to get in touch with you You know I've got to get in touch  Well I just got to, got to, got to Got to get in touch",1
822,Firehouse,Have Mercy,"Looking for direction, got nowhere to place my loyalties I've stumbled and I've fallen, my life is breaking me down like some disease I'm lost in the darkness, can't find the light, I can't see anymore I'm crying, I'm waiting, I'm asking is there something more?  [Pre-chorus:] Have mercy, have mercy, in the name of God have mercy Please help me, please help me, in the name of God have mercy  [Chorus:] I don't know, I don't know, I don't know where I'm going to I don't know, I don't know, forgive me I know not what I do  Looking for the answer, I've been asking the question I'm on my knees Show me, help me, in the name of God I'm begging please  [Pre-chorus] [Chorus] (Solo) [Chorus]",1
823,Firehouse,Helpless,"I don't understand how I lost command Of this entire situation I do as I am told when you take control I'm giving in to the temptation I've lost control, I don't know what to do I'd sell my soul if I could stay with you  [Chorus] Can't get enough without your love; I'm helpless I need so much without your touch; I'm helpless I want you so, don't let me go; I'm helpless Gotta have you without you; I'm helpless  Don't turn you back on me, how can I make you see I'm something that you should not ignore You are my inspiration, my final destination I could give you so much more I've lost control, I don't know what to do I'd sell my soul if I could stay with you  [Chorus]  Ooo you're rippin' my heart in two I've got to have you here with me Oh there's nothing that I can do I'm helpless without you can't you see  [Chorus]",1
824,Firehouse,Here for You,"So you think you've got it all figured out Well you know you can't make it alone Everybody needs somebody to help them out And you know I could be that someone  And if you ever get lost on life's highway Don't know where to go There's just one thing that I want you to know  [Chorus] I am here for you, always here for you When you need a shoulder to cry on Someone to rely on, I am here for you  So you think that love is long overdue Tired of looking for someone to care Let me tell you now the choice is up to you But you know I will always be there  I am here for you, always here for you When you're needin' someone to hold you Remember I told you I am here for you I am here for you   So now you've got it all figured out And you know you've found someone that cares And if you ever need somebody to help you out Well you know I will always be there  And if you ever get lost on life's highway Don't know where to go There's just one thing that I want you to know  [Chorus]  I am here for you, always here for you When you're needin' someone to hold you Remember I told you I am here for you, I am here for you",1
825,Firehouse,Hold Your Fire,I'm like a loaded gun I got you in my sight And you're the only one I want to shoot tonight Ready and able the trigger to fire Locked on target for my desire Got you covered and there's nothing that you can do But say  [Chorus] Hold your fire Hold your fire  I'm speeding like a bullet never miss my mark With infrared eyes that can see in the dark Actions semi-automatic Satisfaction the instant I hit I got you covered and there's Nothing that you can do But say  [Chorus: x 2],1
826,Firehouse,Hold the Dream,"When you're lost and lonely And you feel you can't go on In the blink of any eye, you could throw it all away You can turn your world around Show them all what you can do Just believe, and trust your heart to see you through  A dream so real, you can feel it in the palm of your hand So hang onto tomorrow And never look back again  [Chorus] Hold the dream Don't ever let it go Hold the dream  Don't ever let it get you down When they turn their back on you Just do what feels right for you You can find what you're looking for Don't get lost along the way Always be strong. Your heart can't be wrong Don't give up and your dreams will come true  A dream so real You can feel it in the palm of your hand So hang onto tomorrow And never look back again  [Chorus]  Hang onto tomorrow Hold the dream Don't ever let it go Hold the dream Hold the dream  [Chorus]  Hang onto tomorrow Hold the dream Don't ever let it go Hold the dream Hang onto tomorrow Hold the dream Don't ever let it go Hold the dream Hold the dream",1
827,Firehouse,Home Is Where the Heart Is,"Do you remember when we were only kids Knew everyone in our neighborhood and swore that we Would never forget Well time flies and the years go by, but memories never fade  I've been gone much too long, gotta get back there someday But my travelin' days ain't over yet And no matter how far away There's one thing I can't forget  [Chorus] Home is where the heart is But I'm always on the run Home is where the heart is Though my journey's just begun Home's where the heart is  We used to hang out through the day and party all night long I never thought I'd go away from the place where I belong But here I am on the road again and my love is miles away  I've been gone much too long, gotta get back there someday But my travelin' days ain't over yet And not matter how far away There's one thing I can't forget  [Chorus]  No matter how far away The one thing I can't forget  [Chorus]",1
