,artist,title,words,format
1423,Poison,Unskinny Bop ,"What's got you so jumpy? Why can't you sit still, yeah? Like gasoline you wanna pump me And leave me when you get your fill, yeah  Every time I touch ya you get hot I want to make love you never stop Come up for air you pull me to the floor What's been going on in that head of yours  Unskinny bop Just blows me away Unskinny bop, bop All night and day Unskinny bop, bop, bop, bop She just loves to play Unskinny bop nothin' more to say  You look at me so funny Love bite got you acting oh so strange You got too many bees in your honey Am I just another word in your page, yeah, yeah  Every time I touch ya you get hot I want to make love you never stop Come up for air you pull me to the floor What's been going on in that head of yours  Unskinny bop Just blows me away Unskinny bop, bop All night and day Unskinny bop, bop, bop, bop She just loves to play Unskinny bop nothin' more to say  You're sayin' my love won't do ya But that ain't love written on your face Well honey I can see right through ya We'll see whose ridin' who at the end of the race  Solo  What's right What's wrong What's left What the hell is going on  Unskinny bop Just blows me away Unskinny bop, bop All night and day Unskinny bop, bop, bop, bop She just loves to play Unskinny bop nothin' more to say",1
1424,Poison,Until You Suffer Some (Fire and Ice),"Lately I can tell that something ain't right I don't see the fire when I look in your eyes One time up, and the next time down This may be the last time that you see me around, said  Well it sure seems to me nothing matters tonight And all those things we worked out, they got lost in the fight It's not enough, girl, that I gave you my soul I just want to know if we've got anything left at all, and I say  [Chorus] Hold on now, baby.  This could be the last time we stand This could be the last time that we say good-bye The picture shatters I can't find the words to save it Tell me what to do, how can I make it right We will always be fire and ice  Well promises made in the heat of the night You could sure spit them out, girl, but they've long passed me by Nobody knows about the show you put me through This could be the last time that I get through to you  [Chorus]  Well I can't stand to see no more damage done But you'll never understand until you suffer some, and I said  [Chorus]",1
1425,Poison,Valley of Lost Souls,"I hit the highway Touch life barely sixteen No angel of mercy Coming down to save the soul of me  I took a Greyhound limousine Straight to grand central NYC It was ass, gas, or grass, living fast Nobody rides for free  [Chorus] Living it up, giving it up Living in the valley of lost souls Wanting it all, taking the fall Living in the valley of lost souls  Miss Misery come ride me How I love her company She did Boston justice And wronged all the right out of me  The devil wears a black suit He says I'm livin' like a bum So what I'm looking like I'm half dead A gypsy on the run  [Chorus]  Feels like time's running out on me But I wasn't born to play nobody's fool Ain't nobody gonna hold me down to play nobody's fool Ain't nobody gonna hold me down I've gotta roll, roll, roll, roll, roll, roll  Somebody save me",1
1426,Poison,"Want Some, Need Some","All my friends have someone I need someone too Someone to hold the whole night through  I need a lover someone like you Someone to make my dreams come true  Maybe if I close my eyes Everything will be alright Cause I don't wanna be alone No more, baby  Chorus: I want some I need some anybody, somebody Someone custom built for me I want some I need some Whole lotta lovin' satisfaction guaranteed  I wake in the morning And wrap my arms around no one But that no one could be someone meant for me  So I jump out of my bed And throw my hands on my head And scream I need a lover just for me  Maybe if I close my eyes Everything will be alright Cause I don't wanna be alone I know that baby  Chorus, solo, chorus out ",1
1427,Poison,Wasteland,"Alone on my steel horse I ride The engine echoes in the night Through a concrete jungle a wasteland i call home No fears and no regrets No apologies for the things I've said And believe me child it's the life I've known  I will ride on through the night From this hell I will survive It's all I've done, it's who I am Just know this I've done the best I can  I see fallen angels and broken dreams I'm still surviving on these streets Like forgotten soldiers left here to die All your pain I understand Give me your love, you take my hand And from this wasteland we will ride  We will ride on through the night From this hell we will survive Give me your faith give me your hand All I know we've done the best we can  I will ride on through the night From this hell I will survive It's all I've done, it's who I am Just know this I've done the best I can  We will ride on through the night From this hell we will survive Give me your faith give me your hand All I know we've done the best we can",1
1428,Poison,Wishful Thinkin',"Came to Hollywood Gonna be a movie star She got off the bus But she didn't get far Now she can act as good as Meryl Streep Dreams of stardom when she sleeps The casting couch just makes her scream Wasn't like this in her dream  [Chorus] Wishful thinking Give it to me, give it to me, give it to me, give it to me good! Wishful thinking yeah yeah Let's go  Came to Hollywood Gonna be a big rock star He can play a million riffs on this here guitar Now he works two jobs, can't get a break Takes little white pills to stay awake No record deals just make him scream It wasn't like this in his dream  [Chorus]  (come on Bobby) (Yeah, I like that)  Hollywood Superstars Rock n' roll Denny's Topless bars Do a porno movie, make some extra cash But you spend it all too fast Hollywood just make you scream It wasn't like this in your dream  [Chorus]  Dream, wishful thinking Give it to me, give it to me, give it to me, give it to me good Wishful thinking yeah yeah Let's go",1
1429,Poison,Your Mama Don't Dance,"Your mama don't dance and your daddy don't rock and roll Your mama don't dance and your daddy don't rock and roll But when evening rolls around and it's time to hit the town Where do you go You gotta rock it  The old folks say that you gotta end your date by ten But if you're out on a date don't you bring her home late 'cause it's a sin You know there's no excuse, you know you're gonna lose, you never win I'll say it again  And it's all because  Your mama don't dance and your daddy don't rock and roll Your mama don't dance and your daddy don't rock and roll But when evening rolls around and it's time to hit the town Where do you go You gotta rock it, rock it  You see I pulled into a drive-in and I found a place to park We hopped into the backseat where it's always nice and dark We're just about to move thinkin' umm, Bret, this is a breeze There's a light in my eye and a guy says, out of the car, long hair  Oowee, you're coming with me Said the local police  And it's all because  Your mama don't dance and your daddy don't rock and roll Your mama don't dance and your daddy don't rock and roll But when evening comes around and it's time to hit the town Where do you go  Ah, play me a little C.C., woo  Your mama don't dance and your daddy don't rock and roll Your mama don't dance and your daddy don't rock and roll They just ain't cool and it ain't about the style Your mama don't dance and your daddy don't rock and roll Your mama don't dance, no She just don't dance, no Your mama don't dance and your daddy don't rock and roll Ah, yeah",1
1430,Pretty Boy Floyd,Good Girl Gone Bad,"She left her home for California, Signed, sealed and delivered,  Never coming back again, Never said you were going,  Now she wants to be a star, A model or an actress, The only stars she'll ever see, Is in her worn down mattress, Everybody tries to tell her, Daddy's little girl aint no Cinderella  Good girl, good girl gone bad, She was the sweetest thing, With a diamond ring on her hand, Good girl, good girl gone bad, In Hollywood, Where good, good girls, go bad.  Whatever happened to Desirea, She's dancing down at the showgirl, Same old story but a different face, Now she's discovered the real world, Everybody tries to tell her, Daddy's little girl aint no Cinderella  Good girl, good girl gone bad, She was the sweetest thing, With a diamond ring on her hand, Good girl, good girl gone bad, In Hollywood Where good, good girls go bad. She was a good girl till she moved to Hollywood. Yeah.  Good girl, good girl gone bad, Good girl, good girl gone bad, Good girl, she's a naughty girl, so bad, Good girl, bad girl, Yeah.  Good girl, good girl gone bad, She was the sweetest thing, With a diamond ring on her hand, Good girl, good girl gone bad, In Hollywood, Where good, good girls,  Good, good girls, Good, good girls, Go bad.",1
1431,Pretty Boy Floyd,I Wanna Be with You,"As I was walking out of class The other day at school I saw you Don't think I've ever seen you 'Round here before You must be new What's your name? Where are you from? Our conversation's just begun Maybe we can talk more after school I know that we just met but maybe You'd like to let me Go out with you  I want to be with you, I want to be with you I want to be with you, I want to be with you I want to be with you, I want to be with you And only you  I got your number from a friend So I called To talk to you I don't live too far We could walk down to the park If you got nothing else to do Being that you're new in town You probably want to look around But I could tell you, before you do Cause you really mean a lot to me And you don't have to look no more Cause I've found the girl I'm looking for  I want to be with you, I want to be with you I want to be with you, I want to be with you I want to be with you, I want to be with you It's only you, yeah  If I could have any girl in school I wouldn't take but one The only girl I want is you  If I could do anything Anything I wanted to It wouldn't be too hard to choose  I want to be with you, I want to be with you I want to be with you, I want to be with you I want to be with you, I want to be with you I want to be with you",1
1432,Pretty Boy Floyd,Leather Boyz with Electric Toyz,"We're black on black. We're a sex attack. We're the bullet boys. We're rocking with the sonic blast.  Here we come a rocking like a wall of sound. Line 'em up Stack 'em up and knock 'em down Little girls all in a row. Screaming cock rock shock pop They're dressed like some kind of horror show. Screaming cock rock. Shock pop. Hey lets go.  We're leather boyz with electric toyz. We're making noise tonight. We're leather boyz with electric toyz. We're making noise tonight. We're leather boyz with electric toyz. We're making noise tonight. A little louder now.  With every night screaming. It's out of control. It's like a rock house. Whore house. Hey let's go. We'll strut our stuff every night and day. Like a high speed, stampede, get away.  Little girls all in a row. Screaming cock rock. Shock pop. They're dressed like some kind of horror show. Screaming cock rock. Shock rock. Hey lets go.  We're leather boyz with electric toyz. We're making noise tonight. We're leather boyz with electric toyz. We're making noise tonight. We're leather boyz with electric toyz.   Don't you know we're leather? Black leather. We're leather boyz. And we'll scream together. AHHH. We're leather boyz. Whoa. Oh. Oh. We're leather boyz.  And we'll rock. We'll rock forever. and we're rockin'. Shockin'. rockin'. Shockin'. Leather boyz.  We're leather boyz with electric toyz. We're making noise tonight. We're leather boyz with electric toyz. We're making noise tonight. We're leather boyz with electric toyz. We're making noise tonight. We're leather boyz with electric toyz. We're making noise tonight. We're making noise. Making noise. Make some noise. Tonite. Tonite. Tonite. Well all fucking right. Yeah.",1
1433,Pretty Boy Floyd,Restless,"She just turned 21, And she's out on the run. She's trying to see the world,  And have some fun. But every guy she meets, Well wants to make her his to keep, Well no ones gonna sweep her off her feet. Its not love, well don't offer her diamond rings. Its not love, well don't promise her everything. A moonlight dance, And a one night romance, It's all she really needs.   She's restless, Well she's too young and restless. She's still looking for a destination. She's not ready for dedication.  Well somewhere in the town, Well she's out running round She's having too much fun to slow her down. But youth just goes too fast, And she won't let it pass, She's gonna go out there and make it last. Its not love, well don't offer her diamond rings. Its not love, well don't promise her everything. A moonlight dance, And a one night romance, It's all she really needs.   She's restless, Well she's too young and restless. She's still looking for a destination. She's not ready for dedication.  She's restless, She's too young and restless. She's still looking for a destination. She's not ready for dedication. No No.  (Guitar Solo)  She's restless, Well she's too young and restless. Well she's still looking for a destination. She's not ready for dedication.   She's restless, Well she's too young and restless. Well she's still looking for a destination. She's not ready for dedication.   She's restless, Well she's too young, restless. Well she's so young She's not ready for dedication.  Oh yeah……",1
1434,Pretty Boy Floyd,Set the Night on Fire,"You say you wanna set the night on fire But there´s just one thing That you need to take you higher 1, 2, 3 let´s go!  Rock 'n' Roll.  It´s Friday night we´re gonna hit the lights It´s you and me, we´re gonna Rock 'n' Roll, all night! It´s Saturday, and there´s just no way we´re gonna sit home Alone, well oh no.  Let me take you one step higher! Rock 'n' Roll is gonna set the night on fire. Let me take you one step higher! Rock 'n' Roll is gonna set the night on fire. Yeah.  We´re the burning flames, too wild to tame, Yeah, yeah, yeah, we´re gonna shock the world. All right. In Hollywood, wake up the neighbourhood, All the boys and girls, they´re gonna scream and shout, hey!  Let me take you one step higher! Rock 'n' Roll is gonna set the night on fire.  Let me take you one step higher! Rock 'n' Roll is gonna set the night on fire.  We´re the baddest boys, making noise, Break the chains, what do you say, Rock 'n' Roll.",1
1435,Pretty Boy Floyd,Your Momma Won't Know,I hit you on the spot It was getting hot You were just about to let go We were in my car We almsot ran to far But we stopped fast when you said no  Your momma taught you it aint right So you wont Everytime we get close You say dont She told you what to say To keep the boys away  But your momma wont know If i hold you tight Your momma wont know If we kiss tonight Your momma wont know If we do or if we dont All i wanna know is if we will or if we wont  Girl you turn me on Temptation getting strong And i know that you feel it to Cus its you i craze And i cant behave You make it so hard to do  Your momma taught you that its right Just to wait Everytime that we get close You hesitate She told you what to say To keep the floyds away  But your momma wont know If i hold you tight Your momma wont know If we kiss tonight Your momma wont know If we do or if we dont All i wanna know is if we will or if we wont  You know she's gonna say Did you go all the way? She'll never ever know The hours getting late So dont you hesitate Tell me yes or no Do we stop or go  But your momma wont know If i hold you tight Your momma wont know If we kiss tonight Your momma wont know If we do or if we dont All i wanna know is if we will or if we wont  But your momma wont know If i hold you tight Your momma wont know If we kiss tonight Your momma wont know If we do or if we dont All i wanna know is if we will or if we wont,1
1436,Queensrÿche,Almost Cut My Hair,"Almost cut my hair It happened just the other day It's gettin' kind of long I could've said it was in my way  But I didn't and I wonder why I feel like letting my freak flag fly And I feel like I owe it to someone  Must be because I had the flu for Christmas And I'm not feeling up to par It increases my paranoia Like looking in my mirror and seeing a police car  Well, I'm not giving in an inch to fear 'Cause I've promised myself this year I feel like I owe it to someone  When I finally get myself together I'm gonna get down in that sunny southern weather  And I'm goin' to find a space inside to laugh Separate the wheat from the chaff I feel like I owe it to someone, yeah",1
1437,Queensrÿche,Anarchy X,"Weeks ago in Occidental Park Hundreds of people gathered For a political rally There was a man shouting Above all the others  ""Do we have freedom? Do we have equality? This country's changing! It is no longer for all of the people! It is for some of the people!"" The man's name? ""Dr. X.""",1
1438,Queensrÿche,Another Rainy Night,"Don't slam the door, on your way out Don't leave without saying goodbye Another long distance night alone You leave me wanting, always leave me wanting more Last word today, coming home to stay? Wouldn't that be nice, for a while?  But now my take-out food is growing cold And the candle's burned a hole in the floor And I'm still waiting for the ring of the phone  I'm all alone It's just another rainy night, without you Guess I'll leave a light on for you It's just another rainy night, without you  Listen, there's a foghorn blowing From the coast tonight Remember making love in the rain? Strange how laughter looks like crying with no sound Raindrops taste like tears without the pain I'm not much without you, can't leave If I wanted to. maybe that's why you stay around  But tonight I'll sit here tending the fire And pace the floor one hundred times in an hour And check the voice-mail for a message you've called  I'm all alone It's just another rainy night, without you Waiting by the phone, alone It's just another rainy night, without you Guess I'll leave a light on for you  I know I've said it before Hate the sound of the closing door And your footsteps walking away  But now my take-out food is growing cold And the candle's burned a hole in the floor And I'm still waiting for the ring of the phone I'm all alone It's just another rainy night, without you Waiting by the phone, alone And it's another rainy night, without you Guess I'll leave a light on for you  It's just another rainy night, another rainy night Another rainy night without you",1
1439,Queensrÿche,Anybody Listening?,"You and I long to live like wind upon the water If we close our eyes we'll maybe realize There's more to life than what we have known And I can't believe I've spent so long Living lies I knew were wrong inside I've just begun to see the light  Long ago there was a dream, had to make a choice or two Leaving all I loved behind for what nobody knew Stepped out on the stage A life under lights and judging eyes Now the applause has died and I can dream again Is there anybody listening? Is there anyone that sees what's going on? Read between the lines, criticize the words they're selling Think for yourself and feel the walls Become sand beneath your feet  Fell the breeze? Time's so near you can almost taste the freedom There's a warm wind from the south Hoist the sail and we'll be gone By morning, this will all seem like a dream And if I don't return to sing the song, maybe just as well I've seen the news and there's not much I can do alone  Is there anybody listening? Is there anyone who smiles without a mask? What's behind the words images They know will please us? I'll take what's real Bring up the lights  Is there anybody listening? Is there anyone that sees what's going one? Read between the lines Criticize the words they're selling Think for yourself and feel the walls Become sand beneath your feet  Close your eyes",1
1440,Queensrÿche,Around the World,"Maybe what we need Is just space to breath, yeah Maybe we just need to Take a step back And think this through  So necessary While others found it challenging There's so many ways we can change So many ways to see Someone else's point of view  All around the world Can you see a day everyone meaning the same way All you need is love We're blinded by fear And we hate a brother we don't understand His differences is, is our ignorance That's a handicap waiting for a cure  All around the world We act the same way when  you're love is like a flock  All you need is love All around the world Love changes everything  even is the smallest of ways (hmm) All you need is love  Day by day the vale is lifted I release control All these changes, all this rearranging Starts with me If I want more  Ah All we need All we need You know All we need is love  All around the world People have a choice to speak in fear Only love voice All you need is love Love is all you need What is wrong with me All around the world Change begins with you With everything you do  All around the world All you need is love love It's time to stop the pain Time to stop the pain  All around the world All you need is love  All you need is love  All you need is love  All you need is love  All you need is love  All you need is love",1
1441,Queensrÿche,At the Edge,"Yeah, you can smell it in air Frustration, you know, like no one cares We've forgotten how to dream When they come scraping through the wreckage  And leave it all for saints to sanctify You'll be dancing at the edge of the world  Now read the headlines, what a sleeper Now I ain't Gandhi and I ain't no teacher But it's all the rage with my generation,  I'm doped up fat, can't get it up Gimmie another shot I'll be fine, I'll be fine Some one's kicking in your door and you're screaming for the more Dancing at the edge, yeah you're just going to take it? Ain't going to make me bow my head, dancing at the edge  Time to listen, cards close Time to look at what's behind closed doors Got gasoline, ammunition, like 911, a controlled demolition ""Come to Jesus"", they say, ""Don't be a sinner"" They chose a mad man to be our leader Now where's the rage, my generation, doped up fat Can't get it up, gimmie another shot, I'll be fine  Campaign promises, no one's buying it How much can you take before your back breaks? Now where's your rage? My generation, doped up fat, can't get it up Gimmie another shot, gimmie another shot",1
1442,Queensrÿche,Best I Can,"Don't worry, dear he'll never find the gun  A child alone in daddy's room The gun was hidden here No one home to catch me when I fall  A young man now in a private chair I've seen the world through a bitter stare But my dream is still alive I'm going to be the best I can  I want to be a busy man I want to see a change in the future I'm gonna make the best of what I have I want to write for a magazine I'm gonna be the best they've ever seen I know I'll win if I give it all I can  I won't let go Gotta make the grade, no I won't let go To be the best man, the best man that I can  Back street hoop star you've got it good You were the wonder of the crumbling neighborhood Now taking bids on the next six digit plan Showed me that my will survived The tragedy that came into my life Giving me hope and the new start that I have  And I won't let go Gotta make the grae no, I won't let go To be the best man, the best man that I can  Step by step I dream the plan From my chair to walking man This constant dream is on my mind Chase the light I see ahead Luminate the path I tread I live to be the best I can  Now I'm moving forward and I'm never looking back Straight ahead, focused on the big attack On a roll and I'm never slowing down I won't be torn between The man in the chair and the man that's in my dream I'm going to melt the two men into one  And I won't let go Gotta make the grade I set no, I won't let it go To be the best man, The best man that I can  The best man that I can  The best man that I can",1
1443,Queensrÿche,Big Noize,"When I'm looking up, you're looking down Always on the outside no common ground I don't get what you think you're trying to be  You know, everything you say is such a bore I'm just trying to hold on The paper in front of me is screaming  But you can't see how we're dying  Give me blue girls, give it to me now Hat will it take to convince us to change? A hard rain gonna come, a hard rain is going to fall It's going to make Big Noize It's gonna make Big Noize, change your mind  That day in September when our pants were down I'll never forget the buildings falling round us They always said it couldn't happen here Now we're coming apart from the inside and we're mad as hell But all the fun is about to begin so you better jump in, hold on  Because we're tired of your game, rules you make Political views the money you take, golden tans, velvet ropes No more snow white smiles I wish it would rain  A hard rain's gonna come with televised opinions So everyone can look at what's inside But all it takes is a moment and you're free Are you ready for that?  A hard rain gonna come. Make Big Noize It's gonna change the world. Make Big Noize It's just got to change, change your mind",1
1444,Queensrÿche,Blinded,From the night comes a roar of thunder Beholding light on the spell you're under And the signs of death descend your way Fighting back from the devil's hunger Freeing souls from their chosen number And the sword of right will guide your way  And thus you'll find that only demons fill your mind until you wake But only time will tell the answer you've been blinded from today  Burning dreams cause your mind to wonder Iron crosses are the calling numbers And the fight for the answer still remains old  But the night will reflect the hunger And the blackness will pull you under Still the sword of right will guide your way  And in the night you'll hear the voices calling down and they will stay But only time will tell the answer you've been blinded from today. ,1
1445,Queensrÿche,Breakdown,"When the whirlwind of noise surrounds and get intense, and when words can¡¯t hide their anger or intent.  I feel it in my bones and in my head, can¡¯t make sense of what is said.  Ready for the take down, headed for a breakdown. Fear has me backed against these walls that I follow and pace. Time moves in and out of phase of everything that I face. I feel it in my bones they rattle and shake, can¡¯t find a trace of what it takes to stop this take down. Can¡¯t stop this breakdown! Welcome to my scene. A place that¡¯s in-between where squares fit the round. Some affectionately call it ... my breakdown....  When I feel the pressure mounting and my hands begin to clutch, I reach my limit of pain and I¡¯ve had enough. It feels good to pound on tables and chairs and feel the frenzy start to wear. Breakdown this take down, gotta stop this breakdown. Welcome to my scene. A place that¡¯s in-between where squares fit the round. It¡¯ll never be, never be more than this. Never. ",1
1446,Queensrÿche,Breaking the Silence,"They told me to run, but just how far? Can I go wearing the black mask of fear? The hate in my eyes always gives me away The tension building slowly Now I lost everything I had in you Nothing we shared means a thing Without you close to me I can't live without you  Breaking the silence of the night Can't you hear me screaming? I look for your face in the neon light You never answer me  There's no direction to my stare No more flame burning in my heart anymore Quiet, I keep it to myself Until the sun sets slowly I hear your voice in the evening rain calling Nothing will keep us apart No more lies and fear There's no end to our story  Breaking the silence of the night Can't you hear me screaming? I look for your face in the neon light You never answer I could make all the wrong seem right If you were by my side I'd gather all the tears you cried And hide them deep underground  Can't look back, it's just a waste of time Can't erase this hate from my eyes  Breaking the silence of the night Through the streets I'm screaming Looking for you in the neon light Why don't you answer me? Breaking the silence with my cries Can't you hear me screaming? We could make all this wrong seem right But you never answer me",1
1447,Queensrÿche,Bridge,"You called me up on the phone today Struggling with the right words to say. Time can change a thing or two. Time has changed the lives of me and you, But you know it could have been different dad.  The word brings back a sweet memory. I'm sitting on a bluff on a broken tree, By my side a distinguished man Giving me encouragement, telling me I can, And you know you're not there.  You say, ""Son, let's forget the past, I want another chance, gonna make it last."" You're begging me for a brand new start, Trying to mend a bridge that's been blown apart, But you know you never built it dad.  So I sit here through the night, And I write myself to sleep, And time keeps ticking  Time has made you finally realize Your loneliness and your guilt inside. You're reaching for something you never had, Turning around now you're looking back, And you know I'm not there.  You say, ""Son, let's forget the past. I want another chance, gonna make it last."" You're begging me for a brand new start, Trying to mend a bridge that's been blown apart, But you know you never built it dad.",1
1448,Queensrÿche,Broken,"You're broken Broken like a promise  Can you remember sunny days  And the smiling face of love? My love, do you remember me? Hush now, hush now Silly girl don't cry Just put your hand in mine I remember The way you laughed and how we danced  All night  Wish I could have died in your arms Hush now, hush now it's almost time There's no more pain  No fear, put your hand in mine All your wishes All those kisses are here waiting for you Come to me",1
1449,Queensrÿche,Bullet the Blue Sky,"In the howling wind comes a stinging rain See it driving nails Into the souls on the tree of pain From the firefly, a red orange glow See the face of fear Running scared in the valley below  Bullet the blue sky Bullet the blue sky Bullet the blue Bullet the blue  In the locust wind comes a rattle and hum Jacob wrestled the angel And the angel was overcome You plant a demon seed You raise a flower of fire See them burning crosses See the flames higher and higher  Bullet the blue sky Bullet the blue sky Bullet the blue Bullet the blue  This guy comes up to me His face red like a rose on a thorn bush Like all the colors of a royal flush And he's peeling off those dollar bills Slapping them down One hundred, two hundred And I can see those fighter planes And I can see those fighter planes Across the mud huts where the children sleep Through the alleys of a quiet city street You take the staircase to the first floor Turn the key and slowly unlock the door As a man breathes into a saxophone And through the walls you hear the city groan Outside is America Outside is America  Across the field you see the sky ripped open See the rain through a gaping wound Pounding on the women and children Who run Into the arms Of America",1
1450,Queensrÿche,Burning Man,"The rise and fall of my sloppy love, The smatterings, and splatterings,  They'll get you.  I'm not the one you were thinking of,  Maybe you thought I'd call, Instead of crashing down your hall.  Hold me down, but I'll find out.  You know you will never get what you need,  Blue Diamond strike 'em anywhere,  First we caffeinate, then incinerate,  We'll get you.  And sparks will fly in the summer air,  Did you pull out of your stall,  Maybe I'll see you after all.  Say we don't. Know who we are. We say no,  I live my life like the burning man,  Like a burning man,  Like a burning man,  And I won't get enough 'Till my legs are broken,  The stars they shine. In an empty void.  Life is not to fear, life is to enjoy,  He'll get you.  Mr. Death catches all someday.  Baby I thought you'd call.  Or leave a light on in the hall,  Hold me down, But I'll find out. We say no,  I live my life like a burning man,  And I won't get enough,  till my legs are broken.  ",1
1451,Queensrÿche,Damaged,"Waiting for the feeling to subside, Paranoid, I melt into myself. They say I'm to reach inside and find the broken part of my machinery. Psychoanalyze the chapters on the path to my darkest day. Searching for the answers, all I see is damage through the haze. Picking up the pieces of my life with no direction for re-assembly. The one that lays beside me is sharing scars of my broken yesterdays. Will tomorrow find me hypnotized? Crying? Mother Mary in control, domineering stranglehold sowing destructive seeds for the scavengers to feed. Driving the nail into my head, memory flows like a river. With the one that lays beside me I'm healing scars from my childhood memories. Tomorrow finally found me. I'm hypnotized. I'm trying... to understand the chapters of the path from my darkest day. Searching for the answers but there's DAMAGE! ",1
1452,Queensrÿche,Della Brown,"You've got a cardboard house Live there all the time Keep your memories tied with string The face that many once adored Twenty years gone maybe more Somewhere you lost the dream Mama watched your every move, But now you're all alone, oh yeah  She's been gone for awhile Daddy left some time ago,  Fading years pass too slow He's the only one, could make you smile Oh, you're still crying  Big city bound Gonna make your mark Read your name in the lights All the ads and people say, Beauty lets you get you way Tried your best to prove them right  But living on the streets ain't bad,  Sad people make you glad Pardon me, could you spare some change Oh, you're still crying  Street corner girl Watch the crowd go by Fill your tin can with life Summer days tend to slip away Like your men you couldn't make them stay Hard to choose, whiskey or a wife Sometimes you wonder where's the end Where you goin' where you been? Happiness seems so hard to win Most never care to find Della Brown sees it al the time Looking for that man  To make her smile again  Oh, you're still crying",1
1453,Queensrÿche,Dirty Lil Secret,"Times have changed for the better You like to say Nice house in the country Now you're on your way You took advantage of our possibilities Got your sights set far No time for sympathy  Keeping up with the Jones's Smiling at the neighbors Don't let them see your  Dirty, Dirty Little Secret Keep your hands over your eyes and Maybe it will go away Dirty, Dirty little secret Joe McCarthy is alive and well today  When you face the mirror Consider this Why judge another when you've got Your own shit to fix There's no solution good enough for everyone And your interpretations don't work In every situation  You side with your religion With your interpretation But don't let them see your  Dirty, Dirty Little Secret It seems the most opinionated Are the ones who hide their Dirty, Dirty Little Secret I'll be leaving the status quo behind  How can you know someone Until you walk in their shoes? Our parents taught us segregation Now we're singing the blues The dynamic of America is progress for all Well, can't hold us back we're right on the track No wall is too tall By the will of the people We'll take a road to higher ground And don't worry about that  Dirty, Dirty Little Secret Everybody's got one So many you can pass them around Dirty, Dirty Little Secret I'll be leaving the status quo behind",1
1454,Queensrÿche,Disconnected,"I've got to do something About this loathsome State I'm in  Dis con nec ted. Dis con nec ted. Dis con nec ted.  Everywhere, I see decay. Mechanized and sterilized Visions in replay. I must release my rage.  Oh  Dis con nect ted. I'm  Dis con nec ted. Feeling so  Dis con nec ted. Down  Maybe all I need Besides my pills And the surgery Is a new metaphor for reality.  I'm Dis con nec ted. Feeling so Dis con nec ted. Oh Dis con nec ted. You know.",1
1455,Queensrÿche,Drive,"Oh, everything I do I do for you  Oh yeah, we touch and you're afraid of me and  We burn and now I'm at your feet  High speed,but you know you're in safe hands  In the dark we make a brighter light  From one spark to the horizon wide  We trust and together we tame the land, yeah  You'd be forgiven if you think you're dreaming  But we're working night and day to  Make a dream come true, yeah   Everything I do is driven by you  Oh, come on babe  Oh well it's tough to make a journey through  The right stuff is dead ahead of you and me  And you know we've still got time  Hold on tight to the driving wheel  This ride is really out of line  Raw deal, but there's no other that's worth a dime  You know I love you but you drive me crazy  'Cause you're saying all the things I want to say to you   You say  Everything I do is driven by you  Everything we do, everything we do  Everything we do, everything we do  Everything we do is driven by you   Inner children lost their way  Now they know the price you pay  I'm holding on to life with you  'Cause life without you just won't do driven by you  You know I'm never going to know who's dreaming  But we're working night and day to make a dream come true   Yeah  Everything I do is driven by you  Everything we do  Everything we do  Everything we do  Everything we do  Everything we do  Everything we do  Everything we do  Everything we do   Everything we do is driven by  Driven by, driven by you  Oh, everything I do I do for you",1
1456,Queensrÿche,Electric Requiem,"""Anybody home? Mary?""  Even in death You still look sad Don't leave me Don't leave me, here  I want what you feel, believe me Turn the current on",1
1457,Queensrÿche,Empire,"Last night the word came down, ten dead in Chinatown Innocent, their only crime was being in the wrong place, at the wrong time Too bad, people say what's wrong with the kids today Tell you right now they've got nothing to lose  They're building empire Johnny used to work after school At the cinema show Gotta hustle if he wants an education Yeah he's got a long way to go Now he's out on the street all day Selling crack to the people who pay Got an AK-47 for his best friend Business the American way  East side meets west side downtown No time, the walls fall down  Can't you feel it coming? (Empire) can't you hear it calling? Black man, trapped again Hold his chain in his hand Brother killing brother for the profit of another, Game point, nobody wins Decline, right on time What happened to the dream sublime? Tear it all down, we'll put it up again Another empire?  East side meets west side downtown No time, no line, the walls fall down  Can't you feel it coming? (empire) Can't you hear it coming (empire) Can't someone here stop it?  In fiscal year nineteen eighty six to eighty seven  Local, state and federal governments spent  A combined total of sixty point six million dollars on law enforcement Federal law enforcement expenditures ranked last in absolute dollars And accounted for only six percent of all federal spending By way of comparison, the federal government spent twenty-four million more on space exploration And forty-three times more on national defense and international relations than the law enforcement  Can't you feel it coming? (empire) can't you hear it calling (empire) Can't someone here stop it (empire)",1
